Sample Number,Sample Name,nm 1,Abs 1,nm 2,Abs 2,nm 3,Abs 3,nm 4,Abs 4,nm 5,Abs 5,nm 6,Abs 6,Date/Time,Baseline nm,Baseline abs,Min nm,Max nm,Account,Session,Measure Type,Instrument,Exposure,"190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","210","211","212","213","214","215","216","217","218","219","220","221","222","223","224","225","226","227","228","229","230","231","232","233","234","235","236","237","238","239","240","241","242","243","244","245","246","247","248","249","250","251","252","253","254","255","256","257","258","259","260","261","262","263","264","265","266","267","268","269","270","271","272","273","274","275","276","277","278","279","280","281","282","283","284","285","286","287","288","289","290","291","292","293","294","295","296","297","298","299","300","301","302","303","304","305","306","307","308","309","310","311","312","313","314","315","316","317","318","319","320","321","322","323","324","325","326","327","328","329","330","331","332","333","334","335","336","337","338","339","340","341","342","343","344","345","346","347","348","349","350","351","352","353","354","355","356","357","358","359","360","361","362","363","364","365","366","367","368","369","370","371","372","373","374","375","376","377","378","379","380","381","382","383","384","385","386","387","388","389","390","391","392","393","394","395","396","397","398","399","400","401","402","403","404","405","406","407","408","409","410","411","412","413","414","415","416","417","418","419","420","421","422","423","424","425","426","427","428","429","430","431","432","433","434","435","436","437","438","439","440","441","442","443","444","445","446","447","448","449","450","451","452","453","454","455","456","457","458","459","460","461","462","463","464","465","466","467","468","469","470","471","472","473","474","475","476","477","478","479","480","481","482","483","484","485","486","487","488","489","490","491","492","493","494","495","496","497","498","499","500","501","502","503","504","505","506","507","508","509","510","511","512","513","514","515","516","517","518","519","520","521","522","523","524","525","526","527","528","529","530","531","532","533","534","535","536","537","538","539","540","541","542","543","544","545","546","547","548","549","550","551","552","553","554","555","556","557","558","559","560","561","562","563","564","565","566","567","568","569","570","571","572","573","574","575","576","577","578","579","580","581","582","583","584","585","586","587","588","589","590","591","592","593","594","595","596","597","598","599","600","601","602","603","604","605","606","607","608","609","610","611","612","613","614","615","616","617","618","619","620","621","622","623","624","625","626","627","628","629","630","631","632","633","634","635","636","637","638","639","640","641","642","643","644","645","646","647","648","649","650","651","652","653","654","655","656","657","658","659","660","661","662","663","664","665","666","667","668","669","670","671","672","673","674","675","676","677","678","679","680","681","682","683","684","685","686","687","688","689","690","691","692","693","694","695","696","697","698","699","700","701","702","703","704","705","706","707","708","709","710","711","712","713","714","715","716","717","718","719","720","721","722","723","724","725","726","727","728","729","730","731","732","733","734","735","736","737","738","739","740","741","742","743","744","745","746","747","748","749","750","751","752","753","754","755","756","757","758","759","760","761","762","763","764","765","766","767","768","769","770","771","772","773","774","775","776","777","778","779","780","781","782","783","784","785","786","787","788","789","790","791","792","793","794","795","796","797","798","799","800","801","802","803","804","805","806","807","808","809","810","811","812","813","814","815","816","817","818","819","820","821","822","823","824","825","826","827","828","829","830","831","832","833","834","835","836","837","838","839","840"
"3","RS501b A8",220,"1.0852",260,"3.8454",290,"1.8836",330,"0.0345","","","","","2017-12-07 13:45","750","-0.006","220","750","Rasmus","3199","MEASURE","01405:V3.06:FW V4.02:DB 1568","Mic:FULL:6.0:10:8:83:6:500/50:a66.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.085","1.051","1.027","1.021","1.012","0.993","0.980","0.964","0.957","0.957","0.962","0.969","0.985","1.004","1.044","1.098","1.140","1.213","1.305","1.374","1.479","1.585","1.655","1.762","1.876","1.956","2.075","2.193","2.273","2.393","2.513","2.647","2.743","2.901","3.073","3.189","3.363","3.526","3.624","3.748","3.845","3.925","3.972","4.039","4.110","4.155","4.215","4.258","4.272","4.274","4.261","4.232","4.204","4.150","4.080","4.023","3.922","3.799","3.704","3.553","3.392","3.225","3.112","2.941","2.769","2.658","2.492","2.324","2.158","2.047","1.884","1.725","1.621","1.466","1.319","1.185","1.102","0.991","0.894","0.834","0.751","0.674","0.601","0.555","0.491","0.432","0.378","0.347","0.302","0.264","0.243","0.212","0.184","0.158","0.142","0.121","0.105","0.092","0.085","0.076","0.068","0.063","0.056","0.049","0.042","0.038","0.035","0.033","0.034","0.034","0.034","0.036","0.034","0.034","0.032","0.029","0.026","0.024","0.022","0.022","0.025","0.027","0.029","0.030","0.032","0.033","0.033","0.032","0.029","0.026","0.023","0.018","0.015","0.013","0.012","0.014","0.016","0.017","0.020","0.023","0.026","0.027","0.027","0.025","0.023","0.021","0.019","0.016","0.013","0.011","0.012","0.015","0.020","0.026","0.031","0.035","0.038","0.039","0.039","0.038","0.035","0.032","0.030","0.031","0.034","0.035","0.033","0.032","0.030","0.030","0.030","0.028","0.026","0.024","0.023","0.022","0.023","0.022","0.020","0.020","0.022","0.024","0.028","0.032","0.032","0.030","0.029","0.027","0.025","0.024","0.022","0.020","0.021","0.026","0.031","0.034","0.035","0.035","0.034","0.036","0.036","0.036","0.036","0.036","0.035","0.034","0.033","0.031","0.029","0.028","0.027","0.027","0.029","0.032","0.035","0.038","0.039","0.041","0.041","0.043","0.044","0.043","0.041","0.040","0.036","0.033","0.030","0.027","0.026","0.026","0.028","0.030","0.029","0.028","0.027","0.025","0.022","0.019","0.019","0.022","0.026","0.029","0.031","0.031","0.031","0.029","0.026","0.021","0.018","0.013","0.011","0.010","0.010","0.012","0.013","0.014","0.018","0.020","0.024","0.026","0.026","0.027","0.027","0.027","0.029","0.031","0.033","0.034","0.034","0.034","0.033","0.032","0.029","0.027","0.027","0.027","0.029","0.032","0.033","0.035","0.035","0.034","0.033","0.030","0.028","0.027","0.027","0.026","0.024","0.022","0.020","0.020","0.020","0.020","0.021","0.021","0.020","0.020","0.018","0.016","0.014","0.014","0.015","0.016","0.019","0.021","0.023","0.025","0.027","0.028","0.031","0.033","0.034","0.035","0.035","0.035","0.036","0.038","0.040","0.043","0.047","0.050","0.053","0.052","0.048","0.045","0.037","0.030","0.023","0.018","0.014","0.014","0.015","0.018","0.020","0.024","0.026","0.028","0.029","0.031","0.034","0.038","0.039","0.039","0.036","0.035","0.034","0.032","0.030","0.026","0.022","0.021","0.020","0.021","0.021","0.021","0.022","0.025","0.027","0.029","0.029","0.029","0.028","0.027","0.025","0.024","0.025","0.027","0.030","0.034","0.037","0.039","0.040","0.039","0.037","0.033","0.029","0.027","0.025","0.024","0.024","0.023","0.023","0.022","0.019","0.017","0.015","0.012","0.010","0.009","0.009","0.011","0.014","0.016","0.017","0.016","0.017","0.019","0.023","0.027","0.029","0.030","0.031","0.032","0.032","0.031","0.026","0.025","0.025","0.029","0.033","0.036","0.036","0.035","0.033","0.031","0.027","0.023","0.021","0.020","0.025","0.031","0.037","0.042","0.043","0.042","0.042","0.041","0.038","0.035","0.032","0.031","0.032","0.031","0.031","0.033","0.034","0.035","0.035","0.036","0.039","0.040","0.041","0.043","0.043","0.041","0.037","0.033","0.030","0.027","0.024","0.024","0.026","0.028","0.029","0.027","0.025","0.023","0.022","0.025","0.030","0.035","0.039","0.040","0.044","0.046","0.043","0.038","0.030","0.025","0.023","0.016","0.015","0.014","0.019","0.025","0.028","0.027","0.024","0.018","0.014","0.012","0.013","0.018","0.025","0.035","0.040","0.042","0.037","0.031","0.024","0.019","0.016","0.018","0.020","0.025","0.028","0.031","0.033","0.032","0.031","0.031","0.029","0.028","0.025","0.020","0.014","0.005","-0.003","-0.007","-0.010","-0.007","-0.001","0.005","0.015","0.020","0.025","0.034","0.043","0.051","0.058","0.061","0.060","0.055","0.041","0.023","0.007","-0.000","-0.004","-0.002","0.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","RS501b B4",220,"0.5957",260,"0.2987",270,"0.2745",280,"0.3261",290,"0.3562",330,"0.0514","2017-12-07 13:47","750","-0.003","220","750","Rasmus","3199","MEASURE","01405:V3.06:FW V4.02:DB 1568","Mic:FULL:6.0:10:8:83:6:500/50:a31.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.596","0.578","0.566","0.566","0.557","0.546","0.540","0.533","0.531","0.530","0.529","0.526","0.528","0.529","0.531","0.535","0.536","0.536","0.539","0.542","0.543","0.543","0.543","0.538","0.532","0.527","0.517","0.506","0.498","0.485","0.471","0.455","0.442","0.420","0.397","0.382","0.359","0.339","0.327","0.311","0.299","0.289","0.283","0.276","0.268","0.264","0.261","0.261","0.263","0.269","0.275","0.281","0.285","0.289","0.293","0.296","0.302","0.308","0.313","0.320","0.326","0.333","0.338","0.343","0.346","0.348","0.350","0.352","0.355","0.356","0.356","0.356","0.356","0.355","0.352","0.349","0.346","0.343","0.341","0.340","0.336","0.331","0.323","0.317","0.308","0.297","0.285","0.278","0.268","0.258","0.252","0.240","0.228","0.214","0.206","0.195","0.184","0.175","0.168","0.160","0.151","0.144","0.131","0.116","0.100","0.091","0.080","0.070","0.062","0.057","0.051","0.047","0.043","0.040","0.036","0.031","0.025","0.021","0.018","0.016","0.013","0.012","0.011","0.009","0.008","0.008","0.006","0.004","0.003","0.003","0.003","0.002","0.000","-0.001","-0.002","-0.001","-0.002","-0.002","-0.000","0.001","0.002","0.002","0.002","-0.000","-0.000","-0.002","-0.004","-0.006","-0.009","-0.010","-0.011","-0.011","-0.010","-0.006","-0.002","0.003","0.009","0.012","0.013","0.013","0.009","0.005","0.002","0.000","0.000","0.002","0.001","0.002","0.003","0.005","0.007","0.006","0.004","0.003","-0.000","-0.002","-0.003","-0.005","-0.007","-0.007","-0.006","-0.004","-0.001","0.000","-0.000","-0.003","-0.005","-0.008","-0.010","-0.012","-0.013","-0.013","-0.013","-0.010","-0.006","-0.001","0.001","0.002","0.003","0.004","0.003","0.001","-0.001","-0.004","-0.005","-0.005","-0.005","-0.004","-0.003","-0.002","-0.001","0.001","0.003","0.005","0.008","0.010","0.012","0.014","0.014","0.013","0.012","0.011","0.008","0.006","0.002","-0.001","-0.004","-0.005","-0.007","-0.008","-0.007","-0.006","-0.005","-0.004","-0.005","-0.006","-0.008","-0.009","-0.009","-0.006","-0.004","-0.002","-0.001","-0.001","-0.002","-0.003","-0.006","-0.011","-0.014","-0.018","-0.020","-0.022","-0.022","-0.023","-0.024","-0.022","-0.019","-0.017","-0.015","-0.014","-0.013","-0.012","-0.012","-0.012","-0.011","-0.009","-0.007","-0.006","-0.004","-0.003","-0.001","0.000","0.001","0.000","0.001","0.002","0.003","0.005","0.005","0.005","0.006","0.005","0.004","0.002","0.000","-0.001","-0.001","-0.003","-0.004","-0.005","-0.005","-0.005","-0.006","-0.006","-0.006","-0.007","-0.007","-0.009","-0.010","-0.010","-0.011","-0.011","-0.011","-0.011","-0.010","-0.008","-0.008","-0.007","-0.005","-0.003","-0.000","0.002","0.004","0.005","0.006","0.007","0.007","0.008","0.009","0.010","0.011","0.013","0.014","0.014","0.011","0.009","0.004","-0.001","-0.006","-0.010","-0.013","-0.015","-0.016","-0.016","-0.016","-0.015","-0.012","-0.010","-0.008","-0.004","-0.000","0.004","0.006","0.006","0.004","0.002","0.002","0.002","0.001","-0.001","-0.004","-0.006","-0.008","-0.010","-0.012","-0.013","-0.012","-0.009","-0.007","-0.005","-0.004","-0.001","0.001","0.001","0.001","0.001","0.003","0.006","0.008","0.008","0.006","0.004","0.001","-0.003","-0.008","-0.013","-0.014","-0.012","-0.009","-0.006","-0.003","-0.003","-0.003","-0.005","-0.009","-0.012","-0.015","-0.016","-0.015","-0.016","-0.015","-0.014","-0.012","-0.012","-0.014","-0.015","-0.015","-0.014","-0.012","-0.010","-0.009","-0.007","-0.004","0.001","0.004","0.006","0.006","0.008","0.010","0.012","0.011","0.010","0.008","0.007","0.006","0.004","0.001","-0.001","-0.003","-0.004","-0.003","-0.002","0.001","0.003","0.004","0.002","0.002","0.003","0.002","-0.001","-0.003","-0.003","-0.002","-0.003","-0.005","-0.007","-0.008","-0.008","-0.008","-0.008","-0.007","-0.006","-0.004","-0.004","-0.006","-0.008","-0.009","-0.008","-0.006","-0.007","-0.007","-0.003","0.004","0.011","0.011","0.011","0.010","0.008","0.005","0.002","-0.001","-0.004","-0.007","-0.010","-0.011","-0.012","-0.015","-0.019","-0.024","-0.025","-0.024","-0.023","-0.019","-0.017","-0.010","-0.004","0.002","0.005","0.004","0.001","0.000","-0.001","-0.000","-0.000","-0.001","0.001","0.004","0.007","0.008","0.010","0.012","0.015","0.015","0.019","0.023","0.029","0.029","0.026","0.021","0.014","0.008","-0.005","-0.010","-0.013","-0.013","-0.012","-0.013","-0.013","-0.014","-0.018","-0.019","-0.018","-0.015","-0.011","-0.006","-0.001","0.005","0.010","0.014","0.018","0.021","0.024","0.026","0.028","0.028","0.023","0.016","0.011","0.008","0.003","0.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","RS501b C10",220,"8.2747",260,"4.0607",270,"4.0387",280,"4.9125",290,"5.6273",330,"0.7503","2017-12-07 13:48","750","-0.012","220","750","Rasmus","3199","MEASURE","01405:V3.06:FW V4.02:DB 1568","Mic:FULL:6.0:10:8:83:6:500/50:a37.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.275","7.768","7.584","7.609","7.668","7.718","7.755","7.782","7.783","7.769","7.723","7.655","7.570","7.490","7.350","7.199","7.101","6.973","6.874","6.825","6.760","6.702","6.662","6.582","6.491","6.424","6.309","6.183","6.093","5.944","5.781","5.596","5.455","5.224","4.988","4.833","4.613","4.416","4.303","4.162","4.061","3.986","3.942","3.885","3.842","3.825","3.821","3.849","3.884","3.953","4.039","4.129","4.193","4.292","4.393","4.462","4.567","4.669","4.736","4.830","4.912","4.987","5.036","5.111","5.188","5.246","5.338","5.434","5.523","5.574","5.627","5.646","5.637","5.586","5.496","5.386","5.307","5.194","5.093","5.030","4.946","4.878","4.826","4.802","4.777","4.758","4.733","4.705","4.632","4.510","4.395","4.171","3.896","3.578","3.353","3.013","2.685","2.385","2.202","1.953","1.734","1.605","1.433","1.291","1.175","1.107","1.021","0.943","0.868","0.818","0.750","0.691","0.636","0.603","0.553","0.504","0.463","0.438","0.403","0.371","0.340","0.320","0.296","0.279","0.266","0.259","0.245","0.233","0.220","0.212","0.202","0.189","0.175","0.167","0.155","0.147","0.143","0.141","0.141","0.142","0.143","0.143","0.141","0.138","0.131","0.124","0.111","0.099","0.088","0.082","0.082","0.082","0.085","0.090","0.093","0.098","0.103","0.105","0.104","0.102","0.098","0.092","0.090","0.088","0.085","0.085","0.085","0.087","0.092","0.096","0.099","0.097","0.095","0.093","0.091","0.088","0.087","0.085","0.080","0.077","0.074","0.073","0.075","0.076","0.074","0.075","0.074","0.075","0.076","0.071","0.065","0.062","0.060","0.063","0.067","0.070","0.070","0.071","0.071","0.071","0.070","0.067","0.065","0.062","0.062","0.062","0.061","0.060","0.059","0.060","0.063","0.068","0.072","0.077","0.083","0.086","0.088","0.087","0.086","0.084","0.083","0.081","0.078","0.076","0.073","0.072","0.069","0.067","0.064","0.062","0.061","0.059","0.056","0.053","0.048","0.045","0.041","0.038","0.037","0.038","0.038","0.038","0.038","0.039","0.040","0.039","0.039","0.040","0.039","0.041","0.043","0.045","0.046","0.045","0.042","0.041","0.042","0.046","0.049","0.052","0.053","0.054","0.054","0.052","0.051","0.053","0.055","0.059","0.062","0.064","0.067","0.070","0.067","0.064","0.061","0.061","0.061","0.064","0.066","0.068","0.072","0.071","0.069","0.066","0.064","0.063","0.063","0.063","0.060","0.059","0.057","0.054","0.051","0.049","0.046","0.044","0.042","0.039","0.036","0.036","0.036","0.037","0.040","0.042","0.045","0.050","0.054","0.058","0.059","0.061","0.063","0.064","0.067","0.067","0.066","0.066","0.066","0.065","0.066","0.067","0.067","0.069","0.070","0.070","0.067","0.064","0.058","0.052","0.046","0.040","0.038","0.038","0.040","0.042","0.043","0.043","0.045","0.047","0.049","0.054","0.061","0.070","0.076","0.080","0.081","0.080","0.081","0.079","0.076","0.071","0.066","0.063","0.059","0.055","0.054","0.055","0.057","0.061","0.065","0.067","0.068","0.066","0.065","0.062","0.060","0.060","0.064","0.070","0.075","0.078","0.077","0.074","0.070","0.065","0.059","0.056","0.054","0.055","0.056","0.057","0.055","0.053","0.050","0.049","0.048","0.048","0.049","0.050","0.050","0.048","0.046","0.045","0.047","0.049","0.052","0.053","0.056","0.058","0.058","0.058","0.057","0.055","0.054","0.053","0.055","0.056","0.055","0.054","0.055","0.056","0.055","0.054","0.054","0.053","0.052","0.049","0.045","0.044","0.046","0.046","0.051","0.057","0.066","0.074","0.074","0.070","0.066","0.065","0.061","0.055","0.051","0.051","0.054","0.056","0.053","0.048","0.044","0.041","0.039","0.038","0.035","0.036","0.038","0.040","0.045","0.049","0.053","0.061","0.064","0.068","0.069","0.068","0.068","0.071","0.072","0.078","0.080","0.082","0.079","0.074","0.071","0.068","0.066","0.063","0.064","0.069","0.069","0.066","0.062","0.061","0.064","0.066","0.070","0.074","0.079","0.079","0.078","0.075","0.069","0.064","0.065","0.070","0.079","0.084","0.085","0.088","0.085","0.072","0.058","0.047","0.044","0.053","0.061","0.080","0.098","0.112","0.119","0.116","0.103","0.091","0.078","0.061","0.059","0.058","0.064","0.069","0.064","0.058","0.042","0.030","0.024","0.022","0.030","0.041","0.059","0.079","0.098","0.117","0.131","0.136","0.133","0.134","0.123","0.110","0.094","0.075","0.054","0.042","0.024","0.014","0.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","RS501b D12",220,"9.0516",260,"3.6004",270,"3.7628",280,"4.5372",290,"5.3125",330,"0.4660","2017-12-07 13:51","750","-0.010","220","750","Rasmus","3199","MEASURE","01405:V3.06:FW V4.02:DB 1568","Mic:FULL:6.0:10:8:83:6:500/50:a28.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.052","8.500","8.286","8.293","8.317","8.331","8.334","8.315","8.262","8.200","8.067","7.902","7.698","7.527","7.231","6.916","6.716","6.460","6.259","6.149","6.007","5.886","5.814","5.702","5.585","5.507","5.383","5.252","5.162","5.015","4.858","4.688","4.565","4.367","4.175","4.058","3.905","3.788","3.726","3.652","3.600","3.563","3.542","3.517","3.505","3.505","3.519","3.558","3.597","3.673","3.763","3.857","3.921","4.017","4.113","4.178","4.274","4.359","4.410","4.477","4.537","4.597","4.641","4.714","4.800","4.867","4.982","5.098","5.204","5.262","5.312","5.316","5.288","5.201","5.071","4.923","4.825","4.690","4.579","4.516","4.445","4.407","4.406","4.424","4.474","4.536","4.588","4.603","4.570","4.453","4.318","4.031","3.669","3.258","2.973","2.552","2.161","1.814","1.614","1.361","1.152","1.036","0.890","0.778","0.695","0.652","0.600","0.554","0.518","0.495","0.466","0.442","0.419","0.404","0.384","0.366","0.348","0.339","0.322","0.308","0.297","0.291","0.284","0.274","0.263","0.257","0.247","0.238","0.230","0.223","0.211","0.201","0.193","0.186","0.179","0.173","0.167","0.164","0.161","0.157","0.153","0.153","0.148","0.143","0.140","0.138","0.135","0.135","0.131","0.128","0.126","0.121","0.116","0.111","0.108","0.103","0.103","0.102","0.103","0.103","0.102","0.102","0.102","0.102","0.101","0.098","0.095","0.093","0.088","0.084","0.082","0.082","0.082","0.083","0.084","0.085","0.086","0.084","0.078","0.072","0.067","0.066","0.065","0.063","0.061","0.056","0.054","0.050","0.044","0.038","0.033","0.031","0.030","0.032","0.036","0.039","0.042","0.045","0.047","0.049","0.051","0.053","0.053","0.053","0.049","0.044","0.041","0.038","0.035","0.031","0.028","0.028","0.031","0.038","0.043","0.047","0.050","0.054","0.056","0.058","0.057","0.055","0.053","0.053","0.052","0.050","0.049","0.046","0.044","0.042","0.037","0.031","0.024","0.020","0.016","0.015","0.015","0.015","0.019","0.024","0.029","0.032","0.035","0.035","0.037","0.035","0.033","0.027","0.021","0.015","0.009","0.005","0.001","-0.001","-0.002","-0.001","0.000","0.000","0.001","0.004","0.006","0.008","0.009","0.009","0.013","0.017","0.021","0.024","0.028","0.031","0.035","0.037","0.034","0.030","0.028","0.027","0.025","0.025","0.023","0.022","0.025","0.026","0.025","0.023","0.020","0.018","0.021","0.023","0.021","0.020","0.016","0.013","0.012","0.011","0.010","0.008","0.007","0.007","0.008","0.010","0.010","0.008","0.007","0.007","0.006","0.006","0.006","0.009","0.012","0.018","0.022","0.026","0.030","0.030","0.030","0.029","0.029","0.031","0.033","0.034","0.036","0.038","0.038","0.035","0.028","0.022","0.013","0.005","0.000","-0.003","-0.004","-0.004","0.000","0.007","0.010","0.014","0.016","0.017","0.018","0.021","0.022","0.025","0.027","0.027","0.025","0.022","0.022","0.019","0.017","0.013","0.009","0.008","0.009","0.008","0.010","0.012","0.014","0.018","0.020","0.019","0.016","0.013","0.009","0.008","0.005","0.006","0.008","0.013","0.016","0.016","0.013","0.011","0.008","0.008","0.007","0.009","0.016","0.025","0.031","0.034","0.030","0.024","0.018","0.013","0.005","-0.001","-0.003","0.002","0.007","0.009","0.006","0.002","-0.001","-0.005","-0.012","-0.019","-0.023","-0.022","-0.014","-0.007","-0.001","0.005","0.009","0.016","0.022","0.024","0.027","0.030","0.032","0.035","0.033","0.030","0.030","0.033","0.040","0.046","0.050","0.051","0.049","0.042","0.031","0.021","0.016","0.015","0.015","0.014","0.017","0.020","0.017","0.008","-0.001","-0.007","-0.007","-0.007","-0.008","-0.006","0.002","0.012","0.019","0.018","0.016","0.014","0.014","0.015","0.012","0.007","0.008","0.011","0.017","0.021","0.024","0.032","0.040","0.047","0.046","0.043","0.037","0.030","0.022","0.016","0.011","0.008","0.005","0.006","0.012","0.019","0.018","0.014","0.010","0.008","0.005","-0.002","-0.004","-0.000","0.009","0.017","0.024","0.023","0.024","0.022","0.021","0.020","0.016","0.011","0.010","0.001","-0.005","-0.016","-0.026","-0.030","-0.030","-0.025","-0.021","-0.008","0.009","0.028","0.043","0.045","0.041","0.035","0.023","0.011","0.004","0.009","0.025","0.041","0.057","0.066","0.060","0.056","0.052","0.049","0.049","0.052","0.061","0.071","0.077","0.077","0.076","0.076","0.072","0.066","0.052","0.038","0.024","0.005","-0.007","-0.011","-0.008","-0.001","0.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
