Sample Number,Sample Name,nm 1,Abs 1,nm 2,Abs 2,nm 3,Abs 3,nm 4,Abs 4,nm 5,Abs 5,nm 6,Abs 6,Pathlength (mm),Date/Time,Baseline nm,Baseline abs,Min nm,Max nm,Account,Session,Measure Type,Instrument,Exposure,"190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","210","211","212","213","214","215","216","217","218","219","220","221","222","223","224","225","226","227","228","229","230","231","232","233","234","235","236","237","238","239","240","241","242","243","244","245","246","247","248","249","250","251","252","253","254","255","256","257","258","259","260","261","262","263","264","265","266","267","268","269","270","271","272","273","274","275","276","277","278","279","280","281","282","283","284","285","286","287","288","289","290","291","292","293","294","295","296","297","298","299","300","301","302","303","304","305","306","307","308","309","310","311","312","313","314","315","316","317","318","319","320","321","322","323","324","325","326","327","328","329","330","331","332","333","334","335","336","337","338","339","340","341","342","343","344","345","346","347","348","349","350","351","352","353","354","355","356","357","358","359","360","361","362","363","364","365","366","367","368","369","370","371","372","373","374","375","376","377","378","379","380","381","382","383","384","385","386","387","388","389","390","391","392","393","394","395","396","397","398","399","400","401","402","403","404","405","406","407","408","409","410","411","412","413","414","415","416","417","418","419","420","421","422","423","424","425","426","427","428","429","430","431","432","433","434","435","436","437","438","439","440","441","442","443","444","445","446","447","448","449","450","451","452","453","454","455","456","457","458","459","460","461","462","463","464","465","466","467","468","469","470","471","472","473","474","475","476","477","478","479","480","481","482","483","484","485","486","487","488","489","490","491","492","493","494","495","496","497","498","499","500","501","502","503","504","505","506","507","508","509","510","511","512","513","514","515","516","517","518","519","520","521","522","523","524","525","526","527","528","529","530","531","532","533","534","535","536","537","538","539","540","541","542","543","544","545","546","547","548","549","550","551","552","553","554","555","556","557","558","559","560","561","562","563","564","565","566","567","568","569","570","571","572","573","574","575","576","577","578","579","580","581","582","583","584","585","586","587","588","589","590","591","592","593","594","595","596","597","598","599","600","601","602","603","604","605","606","607","608","609","610","611","612","613","614","615","616","617","618","619","620","621","622","623","624","625","626","627","628","629","630","631","632","633","634","635","636","637","638","639","640","641","642","643","644","645","646","647","648","649","650","651","652","653","654","655","656","657","658","659","660","661","662","663","664","665","666","667","668","669","670","671","672","673","674","675","676","677","678","679","680","681","682","683","684","685","686","687","688","689","690","691","692","693","694","695","696","697","698","699","700","701","702","703","704","705","706","707","708","709","710","711","712","713","714","715","716","717","718","719","720","721","722","723","724","725","726","727","728","729","730","731","732","733","734","735","736","737","738","739","740","741","742","743","744","745","746","747","748","749","750","751","752","753","754","755","756","757","758","759","760","761","762","763","764","765","766","767","768","769","770","771","772","773","774","775","776","777","778","779","780","781","782","783","784","785","786","787","788","789","790","791","792","793","794","795","796","797","798","799","800","801","802","803","804","805","806","807","808","809","810","811","812","813","814","815","816","817","818","819","820","821","822","823","824","825","826","827","828","829","830","831","832","833","834","835","836","837","838","839","840"
,"Blank",,,,,,,,,,,,,,2018-04-12 10:59,,,,,,,,,
"1","h2o",220,"-0.0639",230,"-0.0156",260,"0.0117",280,"0.0004",290,"-0.0046",350,"0.0105","10","2018-04-12 11:00","750","0.001","220","750","Rasmus","3678","MEASURE","01405:V3.18:FW V4.12:DB 1576","Mic:FULL:6.0:20:8:83:6:500.0/50.0:a67.0P5 925.489","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.064","-0.053","-0.042","-0.038","-0.029","-0.023","-0.019","-0.015","-0.016","-0.016","-0.016","-0.016","-0.016","-0.016","-0.015","-0.013","-0.011","-0.010","-0.009","-0.007","-0.006","-0.005","-0.005","-0.005","-0.005","-0.004","-0.002","0.000","0.001","0.001","0.001","0.001","0.001","0.001","0.000","-0.000","0.001","0.004","0.007","0.010","0.012","0.012","0.012","0.011","0.010","0.008","0.004","0.002","0.000","-0.001","-0.000","0.001","0.001","0.003","0.004","0.003","0.003","0.002","0.002","0.001","0.000","-0.001","-0.002","-0.002","-0.003","-0.003","-0.003","-0.004","-0.004","-0.004","-0.005","-0.006","-0.008","-0.010","-0.013","-0.014","-0.015","-0.014","-0.012","-0.010","-0.006","-0.003","-0.000","0.002","0.002","0.001","0.000","-0.001","0.001","0.002","0.003","0.004","0.004","0.004","0.003","0.001","-0.003","-0.007","-0.009","-0.011","-0.010","-0.010","-0.010","-0.008","-0.005","-0.004","-0.003","-0.002","-0.002","-0.003","-0.005","-0.008","-0.011","-0.012","-0.012","-0.010","-0.007","-0.004","0.002","0.006","0.009","0.010","0.010","0.010","0.011","0.011","0.011","0.011","0.011","0.011","0.010","0.010","0.008","0.007","0.004","0.002","0.001","-0.000","-0.002","-0.004","-0.007","-0.008","-0.007","-0.005","-0.003","-0.002","0.000","0.003","0.006","0.007","0.007","0.008","0.009","0.010","0.011","0.010","0.010","0.010","0.009","0.008","0.007","0.006","0.005","0.005","0.004","0.006","0.005","0.005","0.005","0.004","0.005","0.007","0.006","0.006","0.008","0.010","0.013","0.014","0.014","0.014","0.014","0.013","0.011","0.009","0.006","0.005","0.005","0.003","0.002","0.001","0.001","0.002","0.002","0.000","-0.000","-0.001","-0.001","0.001","0.003","0.004","0.006","0.007","0.007","0.008","0.008","0.007","0.006","0.006","0.004","0.003","0.002","-0.001","-0.002","-0.002","-0.002","-0.000","0.002","0.004","0.006","0.006","0.006","0.004","0.001","-0.001","-0.004","-0.006","-0.007","-0.006","-0.004","-0.004","-0.003","-0.001","-0.000","-0.001","-0.002","-0.002","-0.001","0.002","0.004","0.006","0.008","0.009","0.011","0.014","0.015","0.017","0.020","0.021","0.022","0.022","0.020","0.017","0.012","0.008","0.006","0.005","0.005","0.005","0.006","0.008","0.010","0.011","0.011","0.010","0.009","0.009","0.009","0.009","0.008","0.008","0.008","0.010","0.011","0.011","0.012","0.013","0.014","0.014","0.013","0.013","0.013","0.013","0.012","0.012","0.011","0.010","0.008","0.006","0.004","0.003","0.003","0.004","0.005","0.006","0.008","0.009","0.009","0.009","0.009","0.009","0.008","0.008","0.006","0.005","0.004","0.001","0.000","-0.000","-0.000","0.001","0.002","0.002","0.004","0.005","0.008","0.011","0.012","0.013","0.013","0.012","0.010","0.007","0.005","0.003","0.003","0.003","0.004","0.004","0.003","-0.001","-0.004","-0.007","-0.007","-0.007","-0.007","-0.007","-0.005","-0.002","-0.001","-0.001","-0.002","-0.003","-0.001","0.002","0.004","0.006","0.007","0.008","0.008","0.008","0.007","0.008","0.007","0.007","0.007","0.007","0.008","0.008","0.008","0.008","0.006","0.005","0.004","0.003","0.002","0.002","0.002","0.005","0.008","0.009","0.009","0.009","0.008","0.006","0.003","-0.002","-0.005","-0.007","-0.008","-0.007","-0.005","0.000","0.007","0.014","0.020","0.024","0.026","0.025","0.023","0.019","0.014","0.010","0.006","0.002","0.001","0.003","0.007","0.012","0.015","0.018","0.021","0.020","0.016","0.011","0.006","0.002","0.001","0.000","0.002","0.006","0.008","0.010","0.012","0.013","0.013","0.011","0.010","0.009","0.010","0.012","0.015","0.017","0.019","0.022","0.024","0.023","0.019","0.016","0.015","0.014","0.013","0.009","0.008","0.009","0.011","0.012","0.012","0.011","0.009","0.008","0.006","0.002","-0.004","-0.011","-0.014","-0.014","-0.011","-0.007","-0.004","0.002","0.009","0.017","0.023","0.028","0.029","0.029","0.028","0.025","0.023","0.022","0.022","0.020","0.017","0.014","0.014","0.015","0.016","0.016","0.019","0.025","0.029","0.030","0.027","0.021","0.018","0.016","0.012","0.008","0.003","0.000","-0.001","-0.003","-0.005","-0.005","-0.004","-0.003","-0.005","-0.013","-0.019","-0.024","-0.027","-0.025","-0.025","-0.022","-0.019","-0.016","-0.012","-0.009","-0.007","-0.001","0.006","0.017","0.023","0.025","0.024","0.022","0.017","0.011","0.002","-0.004","-0.009","-0.014","-0.018","-0.020","-0.015","-0.012","-0.009","-0.005","0.000","0.010","0.018","0.020","0.018","0.014","0.010","0.004","-0.004","-0.008","-0.010","-0.005","0.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","KCl",220,"0.0302",230,"0.0567",260,"0.0486",280,"0.0226",290,"0.0121",350,"0.0100","10","2018-04-12 11:01","750","-0.001","220","750","Rasmus","3678","MEASURE","01405:V3.18:FW V4.12:DB 1576","Mic:FULL:6.0:20:8:83:6:500.0/50.0:a52.0P5 925.489","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.030","0.030","0.033","0.033","0.036","0.040","0.043","0.050","0.053","0.055","0.057","0.057","0.058","0.059","0.060","0.062","0.064","0.065","0.067","0.069","0.069","0.068","0.068","0.066","0.065","0.065","0.065","0.066","0.066","0.066","0.066","0.065","0.064","0.062","0.059","0.057","0.055","0.053","0.052","0.051","0.049","0.048","0.047","0.047","0.045","0.043","0.042","0.040","0.039","0.038","0.037","0.036","0.036","0.035","0.032","0.029","0.026","0.024","0.023","0.023","0.023","0.022","0.022","0.022","0.021","0.019","0.017","0.014","0.012","0.012","0.012","0.012","0.012","0.011","0.009","0.007","0.006","0.006","0.006","0.007","0.007","0.008","0.010","0.011","0.012","0.012","0.011","0.011","0.012","0.013","0.012","0.013","0.011","0.011","0.011","0.011","0.010","0.009","0.010","0.010","0.012","0.012","0.010","0.008","0.007","0.007","0.006","0.006","0.005","0.004","0.004","0.002","0.002","0.002","-0.000","-0.000","0.001","0.002","0.006","0.009","0.010","0.011","0.011","0.012","0.012","0.012","0.012","0.012","0.011","0.010","0.010","0.009","0.009","0.009","0.008","0.006","0.004","0.003","0.001","-0.001","-0.003","-0.005","-0.004","-0.003","-0.001","0.000","0.003","0.005","0.008","0.010","0.011","0.013","0.016","0.018","0.018","0.017","0.017","0.015","0.013","0.011","0.008","0.007","0.009","0.009","0.010","0.012","0.012","0.013","0.015","0.016","0.018","0.019","0.019","0.020","0.021","0.022","0.022","0.022","0.021","0.019","0.019","0.019","0.019","0.017","0.014","0.013","0.013","0.012","0.012","0.012","0.012","0.013","0.014","0.013","0.013","0.012","0.013","0.014","0.015","0.016","0.018","0.020","0.021","0.022","0.022","0.021","0.022","0.021","0.019","0.018","0.015","0.013","0.012","0.011","0.009","0.010","0.012","0.013","0.014","0.014","0.013","0.011","0.009","0.007","0.004","0.002","0.001","0.001","0.002","0.002","0.002","0.003","0.004","0.005","0.006","0.007","0.009","0.010","0.011","0.013","0.013","0.013","0.014","0.014","0.016","0.018","0.021","0.024","0.026","0.029","0.029","0.029","0.027","0.025","0.023","0.021","0.017","0.015","0.015","0.015","0.016","0.017","0.017","0.017","0.016","0.015","0.014","0.014","0.013","0.013","0.013","0.013","0.015","0.014","0.013","0.013","0.013","0.013","0.014","0.015","0.018","0.019","0.020","0.020","0.019","0.019","0.017","0.015","0.013","0.012","0.012","0.012","0.012","0.012","0.013","0.014","0.015","0.017","0.019","0.020","0.019","0.020","0.019","0.018","0.016","0.013","0.010","0.009","0.007","0.007","0.007","0.007","0.009","0.010","0.014","0.017","0.018","0.019","0.018","0.017","0.015","0.013","0.011","0.010","0.010","0.011","0.011","0.011","0.009","0.005","0.001","-0.001","-0.001","-0.000","0.002","0.004","0.007","0.011","0.014","0.017","0.018","0.019","0.020","0.021","0.022","0.023","0.021","0.019","0.018","0.017","0.016","0.015","0.013","0.012","0.011","0.012","0.012","0.014","0.016","0.020","0.023","0.026","0.028","0.029","0.027","0.023","0.016","0.010","0.005","0.002","0.002","0.003","0.005","0.006","0.006","0.003","-0.000","-0.004","-0.007","-0.007","-0.004","0.002","0.009","0.017","0.023","0.027","0.028","0.026","0.023","0.019","0.014","0.011","0.007","0.005","0.006","0.009","0.014","0.018","0.019","0.021","0.022","0.021","0.019","0.018","0.018","0.020","0.023","0.025","0.027","0.030","0.031","0.031","0.031","0.029","0.029","0.030","0.031","0.032","0.034","0.037","0.041","0.044","0.045","0.045","0.044","0.040","0.036","0.030","0.025","0.021","0.018","0.016","0.016","0.017","0.019","0.020","0.018","0.014","0.011","0.009","0.008","0.006","0.003","0.000","-0.001","-0.001","-0.000","0.003","0.006","0.013","0.022","0.032","0.040","0.045","0.045","0.044","0.041","0.038","0.034","0.032","0.031","0.029","0.027","0.026","0.026","0.028","0.030","0.032","0.035","0.038","0.040","0.038","0.034","0.028","0.023","0.019","0.015","0.012","0.011","0.010","0.007","0.003","-0.001","-0.004","-0.005","-0.005","-0.006","-0.009","-0.011","-0.013","-0.013","-0.009","-0.007","-0.002","0.002","0.007","0.011","0.014","0.013","0.013","0.012","0.019","0.024","0.028","0.029","0.029","0.031","0.033","0.030","0.023","0.014","0.008","0.003","-0.001","-0.002","-0.004","-0.002","0.002","0.007","0.011","0.012","0.011","0.009","0.009","0.007","0.001","-0.002","-0.002","0.001","0.001","0.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","RS531b2 E7E8",220,"12.7102",230,"9.9529",260,"5.2259",280,"4.1294",290,"3.7242",350,"0.0073","10","2018-04-12 11:03","750","-0.006","220","750","Rasmus","3678","MEASURE","01405:V3.18:FW V4.12:DB 1576","Mic:FULL:6.0:20:8:83:6:500.0/50.0:a8.0P5 925.489","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.710","11.405","10.781","10.642","10.523","10.409","10.340","10.235","10.132","10.063","9.953","9.821","9.660","9.532","9.309","9.080","8.932","8.739","8.583","8.498","8.391","8.297","8.239","8.140","8.028","7.949","7.821","7.682","7.583","7.426","7.257","7.072","6.933","6.700","6.452","6.282","6.016","5.759","5.601","5.389","5.226","5.089","5.001","4.874","4.744","4.661","4.547","4.455","4.407","4.355","4.321","4.295","4.284","4.267","4.253","4.243","4.227","4.208","4.192","4.164","4.129","4.092","4.065","4.024","3.982","3.954","3.913","3.867","3.816","3.779","3.724","3.667","3.628","3.563","3.491","3.421","3.378","3.318","3.258","3.216","3.144","3.069","2.991","2.933","2.838","2.735","2.626","2.553","2.447","2.343","2.274","2.172","2.068","1.964","1.892","1.788","1.684","1.581","1.513","1.410","1.300","1.226","1.117","1.012","0.919","0.859","0.772","0.694","0.618","0.572","0.504","0.438","0.382","0.351","0.309","0.272","0.238","0.214","0.184","0.158","0.134","0.120","0.097","0.079","0.067","0.060","0.049","0.036","0.022","0.014","0.007","0.001","-0.007","-0.012","-0.022","-0.032","-0.042","-0.050","-0.059","-0.063","-0.066","-0.066","-0.067","-0.066","-0.060","-0.055","-0.047","-0.041","-0.037","-0.034","-0.030","-0.024","-0.022","-0.024","-0.027","-0.033","-0.034","-0.033","-0.034","-0.036","-0.040","-0.045","-0.046","-0.046","-0.047","-0.050","-0.053","-0.054","-0.051","-0.046","-0.040","-0.036","-0.033","-0.027","-0.021","-0.018","-0.018","-0.020","-0.023","-0.024","-0.024","-0.022","-0.022","-0.022","-0.022","-0.022","-0.020","-0.018","-0.016","-0.014","-0.010","-0.008","-0.005","-0.004","-0.005","-0.005","-0.005","-0.004","-0.005","-0.007","-0.008","-0.008","-0.009","-0.011","-0.017","-0.021","-0.023","-0.025","-0.029","-0.032","-0.035","-0.035","-0.034","-0.032","-0.029","-0.024","-0.018","-0.013","-0.011","-0.010","-0.011","-0.013","-0.016","-0.019","-0.023","-0.026","-0.024","-0.021","-0.016","-0.014","-0.012","-0.010","-0.010","-0.012","-0.014","-0.014","-0.013","-0.009","-0.003","0.004","0.010","0.013","0.015","0.015","0.015","0.013","0.011","0.009","0.009","0.010","0.009","0.006","0.002","-0.000","-0.001","-0.001","0.000","0.002","0.004","0.002","-0.002","-0.007","-0.010","-0.013","-0.014","-0.015","-0.013","-0.009","-0.006","-0.004","-0.003","-0.004","-0.003","-0.005","-0.007","-0.006","-0.005","-0.002","0.000","0.001","0.004","0.006","0.007","0.005","0.004","0.003","0.002","0.003","0.003","0.002","0.000","-0.004","-0.008","-0.010","-0.013","-0.014","-0.013","-0.009","-0.004","0.000","0.003","0.005","0.006","0.005","0.002","-0.002","-0.006","-0.009","-0.011","-0.013","-0.015","-0.017","-0.016","-0.015","-0.011","-0.007","-0.004","-0.002","-0.001","0.001","0.001","-0.000","-0.002","-0.004","-0.004","-0.003","-0.004","-0.006","-0.010","-0.015","-0.020","-0.021","-0.020","-0.016","-0.009","-0.005","0.001","0.009","0.014","0.019","0.022","0.023","0.026","0.029","0.028","0.026","0.023","0.018","0.013","0.007","0.000","-0.002","-0.004","-0.004","-0.001","0.003","0.007","0.013","0.019","0.022","0.025","0.026","0.025","0.022","0.019","0.013","0.007","0.000","-0.005","-0.010","-0.011","-0.010","-0.009","-0.009","-0.008","-0.005","-0.001","0.002","0.003","0.006","0.012","0.019","0.023","0.026","0.027","0.026","0.023","0.014","0.005","-0.005","-0.012","-0.015","-0.013","-0.007","0.002","0.011","0.019","0.026","0.031","0.033","0.035","0.033","0.031","0.029","0.024","0.018","0.014","0.009","0.008","0.008","0.012","0.016","0.024","0.027","0.028","0.029","0.024","0.019","0.015","0.016","0.022","0.029","0.036","0.046","0.054","0.059","0.055","0.049","0.040","0.035","0.032","0.027","0.023","0.021","0.017","0.014","0.007","-0.003","-0.011","-0.018","-0.020","-0.021","-0.023","-0.023","-0.022","-0.019","-0.016","-0.012","-0.007","-0.001","0.006","0.016","0.021","0.030","0.029","0.027","0.022","0.016","0.010","0.006","0.000","-0.004","-0.004","-0.000","0.007","0.015","0.024","0.038","0.053","0.062","0.065","0.069","0.068","0.066","0.063","0.056","0.049","0.040","0.031","0.022","0.011","0.000","-0.010","-0.017","-0.018","-0.018","-0.023","-0.029","-0.032","-0.033","-0.030","-0.022","-0.018","-0.010","-0.004","0.001","0.003","0.003","-0.007","-0.016","-0.020","-0.018","-0.015","-0.013","-0.008","0.003","0.015","0.028","0.039","0.043","0.043","0.037","0.027","0.024","0.025","0.023","0.021","0.024","0.035","0.045","0.047","0.031","0.017","0.006","0.004","-0.003","-0.006","-0.007","0.001","0.005","0.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","water",220,"-0.0763",230,"-0.0115",260,"0.0119",280,"-0.0160",290,"-0.0187",350,"0.0013","10","2018-04-12 11:05","750","0.001","220","750","Rasmus","3678","MEASURE","01405:V3.18:FW V4.12:DB 1576","Mic:FULL:6.0:20:8:83:6:500.0/50.0:a17.0P5 925.489","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.076","-0.062","-0.053","-0.048","-0.037","-0.027","-0.021","-0.016","-0.014","-0.013","-0.012","-0.010","-0.010","-0.010","-0.009","-0.008","-0.007","-0.006","-0.006","-0.006","-0.007","-0.006","-0.005","-0.003","-0.003","-0.002","-0.001","-0.000","-0.001","-0.000","0.000","0.001","0.002","0.005","0.006","0.007","0.010","0.012","0.012","0.013","0.012","0.011","0.011","0.009","0.006","0.003","0.000","-0.002","-0.003","-0.004","-0.005","-0.004","-0.003","-0.003","-0.005","-0.007","-0.010","-0.012","-0.014","-0.015","-0.016","-0.016","-0.016","-0.016","-0.016","-0.016","-0.016","-0.016","-0.017","-0.018","-0.019","-0.020","-0.022","-0.025","-0.028","-0.032","-0.034","-0.035","-0.035","-0.033","-0.030","-0.027","-0.022","-0.020","-0.016","-0.013","-0.010","-0.009","-0.006","-0.003","-0.002","0.001","0.002","0.002","0.002","0.001","-0.001","-0.003","-0.004","-0.006","-0.007","-0.007","-0.009","-0.010","-0.011","-0.011","-0.011","-0.011","-0.011","-0.011","-0.013","-0.016","-0.016","-0.016","-0.015","-0.013","-0.011","-0.010","-0.006","-0.001","0.002","0.003","0.005","0.006","0.008","0.009","0.010","0.010","0.007","0.005","0.001","-0.002","-0.004","-0.005","-0.008","-0.010","-0.011","-0.011","-0.012","-0.013","-0.016","-0.017","-0.020","-0.023","-0.024","-0.023","-0.021","-0.018","-0.014","-0.010","-0.007","-0.002","0.001","0.002","0.001","0.000","0.001","0.002","0.002","0.001","-0.000","-0.001","0.001","0.001","0.002","0.003","0.004","0.005","0.007","0.008","0.008","0.006","0.004","0.001","-0.000","-0.000","0.001","0.001","0.003","0.005","0.008","0.010","0.012","0.012","0.010","0.009","0.009","0.010","0.011","0.012","0.012","0.012","0.011","0.009","0.007","0.006","0.005","0.006","0.006","0.006","0.008","0.009","0.009","0.011","0.010","0.011","0.012","0.012","0.011","0.012","0.012","0.012","0.012","0.012","0.012","0.013","0.015","0.015","0.015","0.013","0.010","0.006","0.001","-0.003","-0.009","-0.012","-0.014","-0.013","-0.010","-0.008","-0.002","0.003","0.007","0.009","0.010","0.010","0.010","0.010","0.009","0.008","0.007","0.007","0.008","0.011","0.015","0.019","0.022","0.025","0.027","0.028","0.026","0.021","0.017","0.013","0.011","0.010","0.007","0.004","0.004","0.004","0.003","0.004","0.003","0.004","0.005","0.006","0.007","0.009","0.008","0.008","0.008","0.009","0.009","0.007","0.006","0.005","0.006","0.007","0.007","0.008","0.010","0.011","0.011","0.011","0.011","0.012","0.011","0.009","0.005","0.003","0.004","0.004","0.004","0.006","0.007","0.011","0.015","0.016","0.017","0.017","0.015","0.014","0.013","0.012","0.010","0.008","0.007","0.006","0.005","0.003","0.002","0.000","-0.000","0.000","0.003","0.004","0.005","0.004","0.003","0.003","0.002","-0.001","-0.003","-0.004","-0.002","0.000","0.001","0.001","-0.001","-0.004","-0.005","-0.004","-0.002","0.001","0.004","0.006","0.008","0.009","0.008","0.007","0.006","0.005","0.008","0.013","0.017","0.021","0.022","0.019","0.017","0.012","0.007","0.003","-0.003","-0.006","-0.005","-0.003","-0.000","0.004","0.008","0.013","0.017","0.018","0.016","0.013","0.009","0.004","-0.002","-0.008","-0.011","-0.012","-0.012","-0.012","-0.013","-0.016","-0.019","-0.021","-0.023","-0.026","-0.031","-0.033","-0.031","-0.025","-0.016","-0.006","0.002","0.011","0.019","0.023","0.025","0.022","0.019","0.018","0.017","0.016","0.014","0.012","0.011","0.011","0.011","0.010","0.011","0.011","0.009","0.008","0.006","0.003","0.001","-0.002","0.000","0.004","0.008","0.013","0.017","0.021","0.025","0.029","0.032","0.033","0.035","0.040","0.046","0.048","0.046","0.041","0.036","0.029","0.018","0.008","-0.001","-0.005","-0.006","-0.006","-0.004","-0.001","0.001","0.003","0.004","-0.000","-0.007","-0.017","-0.025","-0.032","-0.038","-0.042","-0.042","-0.038","-0.031","-0.022","-0.017","-0.009","0.001","0.011","0.019","0.027","0.028","0.028","0.025","0.018","0.014","0.014","0.016","0.018","0.019","0.019","0.023","0.030","0.035","0.038","0.041","0.046","0.046","0.042","0.034","0.022","0.013","0.007","-0.000","-0.005","-0.011","-0.016","-0.020","-0.022","-0.022","-0.019","-0.011","0.002","0.008","0.007","-0.000","-0.010","-0.019","-0.026","-0.032","-0.034","-0.030","-0.021","-0.014","-0.007","-0.003","0.001","0.005","0.008","0.008","0.006","-0.001","-0.007","-0.013","-0.014","-0.014","-0.014","-0.013","-0.012","-0.010","-0.010","-0.005","-0.004","0.001","0.008","0.018","0.030","0.032","0.027","0.024","0.020","0.015","0.004","-0.008","-0.010","-0.005","-0.002","0.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
